1,111.2583862029,26.0978306907
2,111.2566929712,26.0968817895
3,111.2539922523,26.0955165434
4,111.2512987365,26.0939774602
5,111.2496660117,26.0929181099
6,111.2478584893,26.0915667900
7,111.2458665650,26.0895825491
8,111.2437603500,26.0871377838
9,111.2421511557,26.0852745567
10,111.2406101516,26.0832413341
11,111.2392367419,26.0822420105
12,111.2378863824,26.0802111889
13,111.2391296543,26.0786274459
14,111.2411210984,26.0773443162
15,111.2427461398,26.0759987589
16,111.2441041827,26.0745321878
17,111.2452946311,26.0725465063
18,111.2466065736,26.0707932480
19,111.2486133844,26.0690505544
20,111.2506120317,26.0675959887
21,111.2528704743,26.0659152425
22,111.2546631101,26.0652597515
23,111.2561287207,26.0649418504
24,111.2580433307,26.0645159013
25,111.2597216757,26.0634570313
26,111.2610345786,26.0615885218
27,111.2613164637,26.0601618084
28,111.2606446455,26.0588882831
29,111.2590657045,26.0585727830
30,111.2565863639,26.0588724360
31,111.2537170901,26.0592229916
32,111.2518024802,26.0598203768
33,111.2507316048,26.0599870108
34,111.2501471853,26.0600777711
35,111.2491358564,26.0599068152
36,111.2486287513,26.0598208570
37,111.2473163286,26.0588820403
38,111.2460807401,26.0571398269
39,111.2450890999,26.0559753099
40,111.2432729337,26.0549106773
41,111.2412661228,26.0540165203
42,111.2386720112,26.0533389395
43,111.2365893266,26.0529000247
44,111.2343001504,26.0529173124
45,111.2324085907,26.0525974904
46,111.2305160705,26.0519328753
47,111.2287690550,26.0505815554
48,111.2273572282,26.0485507339
49,111.2267704077,26.0461890455
50,111.2267012570,26.0438379218
51,111.2265490294,26.0421163575
52,111.2260760194,26.0403299645
53,111.2249772917,26.0384182358
54,111.2233748203,26.0363830923
55,111.2214448435,26.0345717282
56,111.2201482679,26.0330004707
57,111.2187210744,26.0315992086
58,111.2177294341,26.0304346917
59,111.2170729827,26.0286458976
60,111.2159516849,26.0275375655
61,111.2143266435,26.0264181886
62,111.2124422870,26.0256964282
63,111.2093597986,26.0243787232
64,111.2073073675,26.0223940022
65,111.2074831255,26.0205048435
66,111.2087268776,26.0186368142
67,111.2093977355,26.0170991716
68,111.2093141784,26.0153214224
69,111.2085818533,26.0140469367
70,111.2070787860,26.0128151898
71,111.2056520726,26.0115872847
72,111.2041715754,26.0096664320
73,111.2054763146,26.0080289051
74,111.2061404494,26.0067212846
75,111.2063613475,26.0054079015
76,111.2056976929,26.0037348388
77,111.2047819264,26.0021693438
78,111.2042402459,26.0008415544
79,111.2030728476,25.9999401943
80,111.2030502776,25.9989139787
81,111.2028365828,25.9971904936
82,111.2026228879,25.9958545405
83,111.2013488823,25.9939519359
84,111.2005017863,25.9922380550
85,111.2000820800,25.9909030624
86,111.2002962550,25.9897563133
87,111.2002880914,25.9884203603
88,111.2005017863,25.9872740914
89,111.2000820800,25.9855597303
90,111.1994414756,25.9842242575
91,111.1981751534,25.9813554639
92,111.1966874530,25.9790744513
93,111.1952069557,25.9777404191
94,111.1935132439,25.9767857553
95,111.1920332268,25.9758310915
96,111.1909729161,25.9748754673
97,111.1899126054,25.9722054820
98,111.1896984303,25.9695340561
99,111.1896984303,25.9672501622
100,111.1901258201,25.9651463482
101,111.1899121252,25.9640005596
102,111.1896989106,25.9630439749
103,111.1877915038,25.9605641541
104,111.1856780856,25.9582831415
105,111.1841980686,25.9571387934
106,111.1831372777,25.9559939652
107,111.1831372777,25.9554162688
108,111.1837701986,25.9550364201
109,111.1871581026,25.9548419338
110,111.1909652327,25.9554153083
111,111.1930863343,25.9559809995
112,111.1954129672,25.9567450186
113,111.1957217443,25.9568002431
114,111.1964655945,25.9569332622
115,111.1971474972,25.9569323018
116,111.1975263854,25.9569318216
117,111.1981597866,25.9563622887
118,111.1988003910,25.9555939476
119,111.1990068826,25.9527328375
120,111.1987931878,25.9498712472
121,111.1983734815,25.9481482423
122,111.1983734815,25.9466221248
123,111.1992205775,25.9439497384
124,111.2011203009,25.9420423317
125,111.2034469337,25.9410823855
126,111.2064074480,25.9406991754
127,111.2093751654,25.9405056495
128,111.2123356797,25.9403111632
129,111.2136096853,25.9399308343
130,111.2146623126,25.9393512170
131,111.2146623126,25.9382049481
132,111.2142435667,25.9370591595
133,111.2125493746,25.9351570351
134,111.2110616741,25.9334445949
135,111.2104282729,25.9317211098
136,111.2106419678,25.9298161041
137,111.2148688042,25.9256127981
138,111.2199427367,25.9217869397
139,111.2248101775,25.9187284620
140,111.2252370870,25.9179610813
141,111.2258704882,25.9173910683
142,111.2262901945,25.9162443192
143,111.2265038894,25.9152872543
144,111.2260764997,25.9145299581
145,111.2256572735,25.9141510699
146,111.2229027707,25.9135776954
147,111.2201559513,25.9133923331
148,111.2186682509,25.9130062417
149,111.2176156236,25.9124395901
150,111.2165548327,25.9112942817
151,111.2161356066,25.9101489733
152,111.2167685276,25.9070972185
153,111.2186682509,25.9042327469
154,111.2209953640,25.9017471635
155,111.2237421834,25.8998383161
156,111.2269159123,25.8975404960
157,111.2302956527,25.8954414842
158,111.2338890879,25.8925741313
159,111.2372769919,25.8897072586
160,111.2391767152,25.8868427870
161,111.2404435176,25.8839792758
162,111.2406562520,25.8803507850
163,111.2408627437,25.8767218140
164,111.2408622635,25.8746276043
165,111.2414961449,25.8729026785
166,111.2436095631,25.8694686741
167,111.2465695971,25.8669816500
168,111.2507959533,25.8646905529
169,111.2558703660,25.8635351600
170,111.2613707278,25.8629569833
171,111.2672912761,25.8631361029
172,111.2677469984,25.8631365831
173,111.2702517904,25.8631389841
174,111.2734255193,25.8629440176
175,111.2761718585,25.8612147699
176,111.2789186779,25.8591152779
177,111.2806123897,25.8579656475
178,111.2827258080,25.8570138650
179,111.2835647404,25.8564342477
180,111.2844118364,25.8564328071
181,111.2852589325,25.8571982669
182,111.2859000171,25.8587224635
183,111.2873800341,25.8621588690
184,111.2888677345,25.8659650387
185,111.2895006555,25.8684458200
186,111.2901417401,25.8711162855
187,111.2901417401,25.8737881916
188,111.2903554350,25.8766488216
189,111.2909965196,25.8791300831
190,111.2926902315,25.8816089435
191,111.2967110564,25.8850395865
192,111.3015861806,25.8882699805
193,111.3049654408,25.8901764269
194,111.3083533448,25.8922730376
195,111.3096273503,25.8934073011
196,111.3111078476,25.8947398927
197,111.3140755650,25.8956902346
198,111.3174629888,25.8966396161
199,111.3189430058,25.8972139510
200,111.3202098082,25.8983486948
201,111.3202170114,25.9000726601
202,111.3204307063,25.9021659094
203,111.3214910170,25.9038879538
204,111.3233912205,25.9052200652
205,111.3263589380,25.9061608028
206,111.3295326669,25.9069205001
207,111.3320734748,25.9080614866
208,111.3350416725,25.9093907167
209,111.3365216895,25.9097657632
210,111.3382072378,25.9099607297
211,111.3390543339,25.9095707966
212,111.3399014299,25.9089998231
213,111.3428537805,25.9040286563
214,111.3456001197,25.8996351859
215,111.3464472158,25.8977287396
216,111.3477140181,25.8962002210
217,111.3485534308,25.8948623471
218,111.3500329676,25.8939024009
219,111.3519326909,25.8931393422
220,111.3538400977,25.8933242243
221,111.3553205949,25.8942769672
222,111.3565946005,25.8959894074
223,111.3568082954,25.8980917807
224,111.3572356851,25.9005730422
225,111.3585101709,25.9030427786
226,111.3606307923,25.9051408300
227,111.3646511370,25.9072340793
228,111.3690993517,25.9085585072
229,111.3705798490,25.9083649813
230,111.3718461711,25.9075947194
231,111.3722653972,25.9062578059
232,111.3724786119,25.9049213726
233,111.3720517024,25.9037760641
234,111.3718384877,25.9026393995
235,111.3714110980,25.8995809218
236,111.3720449794,25.8971054229
237,111.3735168328,25.8951884118
238,111.3758444261,25.8938462160
239,111.3768970534,25.8927066701
240,111.3779573641,25.8917467240
241,111.3781628953,25.8906004551
242,111.3781633755,25.8896520341
243,111.3771035450,25.8879309500
244,111.3760427541,25.8865978782
245,111.3756158446,25.8856508978
246,111.3758285790,25.8852624054
247,111.3775150877,25.8846895111
248,111.3800558957,25.8848724723
249,111.3847091614,25.8854381634
250,111.3893710709,25.8865719467
251,111.3961387153,25.8880788557
252,111.3976187323,25.8884630262
253,111.3991069130,25.8886483885
254,111.4005864498,25.8884543824
255,111.4022729585,25.8871141074
256,111.4039589870,25.8853944640
257,111.4052253091,25.8836762612
258,111.4067058063,25.8819479740
259,111.4079721285,25.8804189752
260,111.4094521455,25.8794671927
261,111.4105047728,25.8792746272
262,111.4117787784,25.8796501539
263,111.4139008404,25.8819364489
264,111.4162274733,25.8847913163
265,111.4198281117,25.8878320261
266,111.4217355185,25.8891617364
267,111.4244905015,25.8899209535
268,111.4268171344,25.8895353423
269,111.4297771684,25.8883804296
270,111.4331569088,25.8876029644
271,111.4369640389,25.8876005634
272,111.4409848638,25.8881571304
273,111.4431059655,25.8885384197
274,111.4452193837,25.8894801178
275,111.4464933892,25.8906220647
276,111.4481871011,25.8913846432
277,111.4495643525,25.8910657817
278,111.4507202256,25.8907987831
279,111.4532605534,25.8894642707
280,111.4536807399,25.8883165612
281,111.4536807399,25.8871702924
282,111.4519788644,25.8852710492
283,111.4500719379,25.8837511745
284,111.4485842374,25.8820320113
285,111.4479513164,25.8805082949
286,111.4479426726,25.8768894084
287,111.4496287011,25.8742122199
288,111.4519490912,25.8734376360
289,111.4549158482,25.8740062084
290,111.4572434415,25.8753344781
291,111.4595777578,25.8772318004
292,111.4614779613,25.8778032540
293,111.4635990629,25.8781754193
294,111.4676117243,25.8772154731
295,111.4718385607,25.8758655939
296,111.4752187813,25.8747082801
297,111.4788122165,25.8737488142
298,111.4815590359,25.8733603217
299,111.4843130585,25.8729723094
300,111.4853656858,25.8723907713
301,111.4859990870,25.8716305938
302,111.4855716972,25.8704857656
303,111.4847255616,25.8693423780
304,111.4834505956,25.8676318587
305,111.4821765901,25.8661105433
306,111.4809025845,25.8642012157
307,111.4798417936,25.8626794201
308,111.4777211722,25.8613501900
309,111.4756077540,25.8605986564
310,111.4730674262,25.8598399196
311,111.4707398329,25.8592785504
312,111.4688329064,25.8587075769
313,111.4673528894,25.8587123790
314,111.4650257763,25.8594778389
315,111.4631260530,25.8602509821
316,111.4611955960,25.8598807377
317,111.4601655387,25.8596828899
318,111.4578389058,25.8587421523
319,111.4559310189,25.8570249099
320,111.4546574935,25.8549345419
321,111.4535967026,25.8526453657
322,111.4529556180,25.8518885497
323,111.4523226970,25.8515029386
324,111.4504148101,25.8507504445
325,111.4497670025,25.8506803334
326,111.4485155669,25.8505578790
327,111.4425873352,25.8505761271
328,111.4409013067,25.8498226726
329,111.4396273012,25.8490591337
330,111.4379335893,25.8482975156
331,111.4364530920,25.8477332651
332,111.4347593802,25.8469706866
333,111.4334853746,25.8469745283
334,111.4320120806,25.8483148033
335,111.4307462386,25.8502236506
336,111.4296936113,25.8504162161
337,111.4286328204,25.8504190974
338,111.4278740836,25.8499417655
339,111.4272454845,25.8495460698
340,111.4265194022,25.8490898673
341,111.4248184871,25.8473798282
342,111.4231242950,25.8447127242
343,111.4220563009,25.8418544953
344,111.4212096850,25.8397540429
345,111.4207818151,25.8378504778
346,111.4199356795,25.8361380376
347,111.4190809000,25.8346152816
348,111.4180201091,25.8328937174
349,111.4178064142,25.8311793563
350,111.4184326122,25.8283168055
351,111.4199121490,25.8258389055
352,111.4211789514,25.8243099068
353,111.4228649799,25.8233480398
354,111.4251925732,25.8229624286
355,111.4275115226,25.8223866530
356,111.4285641499,25.8204701222
357,111.4294112460,25.8183735114
358,111.4300369637,25.8162778611
359,111.4306698847,25.8141726065
360,111.4306549981,25.8103549117
361,111.4308605293,25.8067345846
362,111.4310670210,25.8034931456
363,111.4316922586,25.8004404304
364,111.4323179763,25.7969992227
365,111.4331573890,25.7939460273
366,111.4337907902,25.7912726806
367,111.4344165079,25.7887976618
368,111.4348285309,25.7845991580
369,111.4352405538,25.7805898581
370,111.4352405538,25.7788750169
371,111.4348136442,25.7775405044
372,111.4333254636,25.7754414926
373,111.4314257403,25.7741113021
374,111.4288849323,25.7729727167
375,111.4259248983,25.7727916763
376,111.4216985421,25.7735619382
377,111.4150720804,25.7731393506
378,111.4130311744,25.7730092129
379,111.4094377391,25.7726404091
380,111.4071101458,25.7715003831
381,111.4052104225,25.7701701925
382,111.4030898011,25.7680726214
383,111.4016093039,25.7657839254
384,111.3997018971,25.7634966700
385,111.3986415864,25.7612156574
386,111.3980009820,25.7573994032
387,111.3977796037,25.7535821886
388,111.3973526942,25.7518683078
389,111.3969253045,25.7505333152
390,111.3952315926,25.7488232760
391,111.3929121629,25.7476832499
392,111.3833904960,25.7417867123
393,111.3774771509,25.7458012945
394,111.3762113089,25.7459943402
395,111.3751586816,25.7459962610
396,111.3736777042,25.7452423263
397,111.3724041788,25.7442886230
398,111.3677499527,25.7387676120
399,111.3664759471,25.7376242244
400,111.3652091447,25.7368602053
401,111.3637291277,25.7360966663
402,111.3622491107,25.7359108238
403,111.3607767771,25.7362930735
404,111.3592967601,25.7372539801
405,111.3573970367,25.7376376704
406,111.3567636355,25.7377024992
407,111.3554896300,25.7378321567
408,111.3523231043,25.7368827753
409,111.3493630702,25.7357437096
410,111.3464020757,25.7346041637
411,111.3438694314,25.7336533416
412,111.3411149286,25.7323241115
413,111.3385822843,25.7315624934
414,111.3347746740,25.7313819333
415,111.3311894024,25.7321483535
416,111.3280233569,25.7336811940
417,111.3250628426,25.7355919622
418,111.3229494244,25.7363550210
419,111.3208436896,25.7365495073
420,111.3176699607,25.7352202772
421,111.3147099267,25.7335025547
422,111.3125960282,25.7323610880
423,111.3111160112,25.7312268244
424,111.3098420056,25.7285481953
425,111.3087812147,25.7262671827
426,111.3062490506,25.7249365120
427,111.3035017510,25.7237868816
428,111.3020217340,25.7224542900
429,111.3009609431,25.7209305736
430,111.3020063672,25.7102410282
431,111.3020063672,25.7098621400
432,111.3024260735,25.7075777659
433,111.3030589945,25.7054729915
434,111.3030522715,25.7033787819
435,111.3032654861,25.7014646521
436,111.3028380964,25.6987937064
437,111.3026244015,25.6963124449
438,111.3024111869,25.6951753001
439,111.3026171983,25.6942177550
440,111.3045164415,25.6923089076
441,111.3070500462,25.6907789484
442,111.3095822103,25.6892480288
443,111.3116961087,25.6877175894
444,111.3123290297,25.6858116233
445,111.3121162953,25.6837092500
446,111.3116807419,25.6760733802
447,111.3082937983,25.6694012983
448,111.3063935948,25.6671126022
449,111.3053332841,25.6648306292
450,111.3044861880,25.6623498479
451,111.3042729734,25.6598681062
452,111.3044789848,25.6564288194
453,111.3053179173,25.6529967358
454,111.3053183975,25.6516607827
455,111.3055239287,25.6505140336
456,111.3048910077,25.6495675335
457,111.3046773129,25.6489903172
458,111.3048910077,25.6478435681
459,111.3055239287,25.6468946669
460,111.3067830477,25.6453666285
461,111.3082630647,25.6440273140
462,111.3088964659,25.6430692887
463,111.3095293869,25.6421199072
464,111.3099490932,25.6398264091
465,111.3107889860,25.6379199628
466,111.3126882292,25.6348648465
467,111.3149999754,25.6321881382
468,111.3169001790,25.6295123904
469,111.3192196086,25.6272232142
470,111.3215380779,25.6249253941
471,111.3240716826,25.6232047903
472,111.3261774174,25.6218731591
473,111.3284963669,25.6207216079
474,111.3314491977,25.6174744064
475,111.3341883337,25.6142276851
476,111.3356611475,25.6113627332
477,111.3369274697,25.6084982616
478,111.3371330009,25.6067829401
479,111.3369197863,25.6052577830
480,111.3354397692,25.6035371792
481,111.3339597522,25.6022045876
482,111.3322660403,25.6008724763
483,111.3309992380,25.5995394045
484,111.3295197011,25.5968708598
485,111.3284589102,25.5942018350
486,111.3274058027,25.5915318497
487,111.3267647181,25.5890510684
488,111.3265515035,25.5871465429
489,111.3263378086,25.5856127420
490,111.3250710062,25.5831334014
491,111.3238046841,25.5810420730
492,111.3216835825,25.5751248862
493,111.3187158650,25.5674952591
494,111.3176555543,25.5606277304
495,111.3172276844,25.5545271022
496,111.3172209614,25.5510873352
497,111.3182735887,25.5486118362
498,111.3193266962,25.5461276934
499,111.3203793235,25.5434533862
500,111.3212187361,25.5409692435
501,111.3214247476,25.5356340750
502,111.3216230756,25.5302897825
503,111.3216230756,25.5270396997
504,111.3216158724,25.5241785896
505,111.3211880025,25.5224647087
506,111.3205546013,25.5211297161
507,111.3186548779,25.5188410201
508,111.3167556348,25.5169316925
509,111.3152756178,25.5142631478
510,111.3140088154,25.5117833270
511,111.3129485047,25.5093030259
512,111.3118949170,25.5070220133
513,111.3104153802,25.5047318766
514,111.3091485778,25.5024417400
515,111.3083019620,25.4995820705
516,111.3078750524,25.4969111248
517,111.3078750524,25.4944284226
518,111.3078673690,25.4921358849
519,111.3066010469,25.4896560640
520,111.3049068548,25.4873668878
521,111.3023742105,25.4848894680
522,111.3000543006,25.4824120482
523,111.2983154487,25.4799605599
524,111.2981550575,25.4797444640
525,111.2968887353,25.4770749589
526,111.2951945432,25.4742076060
527,111.2943474471,25.4713479365
528,111.2939282210,25.4677199259
529,111.2943407242,25.4640991185
530,111.2949736451,25.4621845086
531,111.2958125776,25.4604677465
532,111.2955993629,25.4560805188
533,111.2945390522,25.4518858567
534,111.2924251538,25.4486400958
535,111.2898997127,25.4457837878
536,111.2884196956,25.4434936512
537,111.2871538537,25.4412035145
538,111.2858865711,25.4391025818
539,111.2846202490,25.4372004574
540,111.2833544070,25.4356680972
541,111.2818739098,25.4345247096
542,111.2795544801,25.4339513350
543,111.2774487453,25.4337659728
544,111.2759764117,25.4333803616
545,111.2747091291,25.4328141902
546,111.2738625133,25.4320482502
547,111.2736492986,25.4314801580
548,111.2732295923,25.4297566729
549,111.2732291121,25.4280413514
550,111.2728026828,25.4263269904
551,111.2721688014,25.4255610503
552,111.2709101626,25.4251845632
553,111.2690104393,25.4263250695
554,111.2647984895,25.4284274428
